nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0033490	Franco Arcalli	1929	1978	editor,writer,actor	tt0070849,tt0087843,tt0061994,tt0074084
nm0035905	Scot Armstrong	1970	\N	producer,writer,director	tt0215129,tt0335438,tt0302886,tt0408839
nm0037097	Giovanni Arpino	1927	1987	writer	tt0209389,tt0105323,tt0055805,tt0075682
nm0037247	Guillermo Arriaga	1958	\N	writer,producer,director	tt0449467,tt0245712,tt0419294,tt0315733
nm0038432	Kelly Asbury	1960	\N	art_department,animation_department,actor	tt0377981,tt0166813,tt0298148,tt0101414
nm0039141	Howard Ashman	1950	1991	soundtrack,music_department,writer	tt0097757,tt0091419,tt0101414,tt0103639
nm0040022	Tom J. Astle	1960	\N	writer,producer,miscellaneous	tt2224026,tt0848537,tt0427229,tt0425061
nm0041864	John August	1970	\N	writer,producer,soundtrack	tt0367594,tt0319061,tt1142977,tt0139239
nm0043233	Oren Aviv	1961	\N	producer,writer	tt3072482,tt1259528,tt0465234,tt0368891
nm0043742	David Ayer	1968	\N	writer,producer,director	tt1855199,tt1386697,tt0433387,tt1742334
nm0045209	Michael Bacall	1973	\N	actor,writer,soundtrack	tt1028528,tt0361748,tt0446029,tt1232829
nm0046524	Anthony Bagarozzi	\N	\N	writer,producer,director	tt1606752,tt3152078,tt3799694,tt5697510
nm0047916	Robert L. Baird	\N	\N	writer,producer,miscellaneous	tt3411444,tt2245084,tt0198781,tt1453405
nm0049633	Kyle Balda	1971	\N	director,animation_department,visual_effects	tt0116996,tt3469046,tt2293640,tt1482459
nm0049721	John L. Balderston	1889	1954	writer	tt0026138,tt0036855,tt0021884,tt0104691
nm0050332	Alan Ball	1957	\N	producer,writer,miscellaneous	tt0169547,tt0787523,tt0248654,tt0844441
nm0051643	Tony Bancroft	1967	\N	animation_department,director,miscellaneous	tt0103639,tt0120762,tt0110357,tt0243585
nm0052520	Milt Banta	1922	1959	writer,animation_department	tt0043274,tt0046183,tt0053285,tt5635026
nm0054667	Pierre Barillet	1923	2019	writer,actor	tt0064117,tt0044409,tt3799298,tt1564367
nm0056187	Sacha Baron Cohen	1971	\N	actor,writer,producer	tt0415306,tt0443453,tt1707386,tt0889583
nm0057381	J.M. Barrie	1860	1937	writer,actor,soundtrack	tt0316396,tt0102057,tt3332064,tt0046183
nm0057398	Michael Barrie	\N	\N	writer,miscellaneous,producer	tt0112442,tt0106053,tt0102603,tt0087979
nm0058826	Hall Bartlett	1922	1993	writer,producer,director	tt0070248,tt0067705,tt0077326,tt0056908
nm0060103	Ronald Bass	1942	\N	writer,producer,actor	tt0119738,tt0120889,tt0095953,tt0137494
nm0060760	Janet Scott Batchler	1956	\N	writer,director	tt0112462,tt0176170,tt1921064,tt0347591
nm0060761	Lee Batchler	1950	\N	writer,producer	tt1921064,tt0088513,tt0347591,tt0112462
nm0063165	Peter Baynham	\N	\N	writer,actor,producer	tt0469021,tt0443453,tt3381008,tt1430607
nm0064181	Stuart Beattie	\N	\N	writer,director,producer	tt0369339,tt1046173,tt1456941,tt1418377
nm0064479	Simon Beaufoy	1967	\N	writer,producer,director	tt1010048,tt0119164,tt1951264,tt1542344
nm0064556	Phil Beauman	\N	\N	producer,writer,miscellaneous	tt0277371,tt0116126,tt0175142,tt0795461
nm0067103	S.N. Behrman	1893	1973	writer,script_department	tt0024083,tt0040694,tt0023562,tt0051915
nm0067457	Timur Bekmambetov	1961	\N	producer,director,writer	tt0403358,tt2638144,tt7826276,tt0409904
nm0067789	Jordan Belfort	1962	\N	producer,actor,writer	tt0993846,tt0115709,tt0113067,tt0117581
nm0072032	Ronan Bennett	1956	\N	writer,producer,executive	tt1967685,tt1830379,tt6128262,tt1152836
nm0073053	Leonardo Benvenuti	1923	2000	writer,assistant_director,script_department	tt0072637,tt0090055,tt0087843,tt0049282
nm0073688	Alec Berg	\N	\N	producer,writer,miscellaneous	tt0098904,tt0264235,tt5348176,tt0312528
nm0073850	Michael Berg	\N	\N	writer,producer	tt0268380,tt1667889,tt1080016,tt3416828
nm0074184	Glenn Berger	1969	\N	producer,writer,miscellaneous	tt0118375,tt0441773,tt2267968,tt1302011
nm0074980	Erik Bergquist	\N	\N	writer	tt9033226,tt0232500
nm0075015	Eric Bergren	1954	2016	writer,director,actor	tt0227632,tt0083967,tt0080678,tt0101664
nm0075044	Eleanor Bergstein	1938	\N	writer,producer,director	tt0113638,tt5262792,tt0092890,tt0080936
nm0075528	Greg Berlanti	1972	\N	producer,writer,director	tt5164432,tt3107288,tt2193021,tt1133985
nm0076166	Carlo Bernard	\N	\N	writer,producer,miscellaneous	tt2034800,tt0815245,tt0963966,tt0104691
nm0077062	Jack Bernstein	\N	\N	producer,writer	tt0486657,tt0109040,tt1319735,tt0112281
nm0081081	Jenny Bicks	1963	\N	producer,writer,miscellaneous	tt0151738,tt2357291,tt1485796,tt0159206
nm0081189	Ann Biderman	1951	\N	writer,producer,miscellaneous	tt2249007,tt0117381,tt0112722,tt0106079
nm0081540	Susanne Bier	1960	\N	director,writer,producer	tt1340107,tt2737304,tt1854236,tt0457655
nm0082008	André Bijelic	\N	\N	writer,editor,actor	tt0463351,tt0321639,tt0123755,tt4659574
nm0082450	Paul Feig	1962	\N	actor,producer,director	tt1289401,tt2404463,tt0193676,tt3079380
nm0083348	Brad Bird	1957	\N	miscellaneous,writer,director	tt3606756,tt0317705,tt0382932,tt0129167
nm0086658	Michael Blake	1945	2015	writer,director,producer	tt2016346,tt0084723,tt1401141,tt0099348
nm0087861	William Peter Blatty	1928	2017	writer,actor,director	tt0204313,tt0081237,tt0070047,tt0099528
nm0088645	Robert Bloch	1917	1994	writer	tt0058620,tt0060028,tt0155975,tt0054215
nm0088955	Neill Blomkamp	1979	\N	director,writer,visual_effects	tt1136608,tt1823672,tt1535108,tt9769808
nm0089141	Brian Bloom	1970	\N	actor,writer,miscellaneous	tt0087843,tt3382518,tt0429493,tt10417512
nm0089742	Stuart Blumberg	1969	\N	writer,actor,producer	tt1932718,tt0842926,tt0265208,tt0171433
nm0090151	Jeffrey Boam	1946	2000	writer,producer,director	tt0117331,tt0085407,tt0104714,tt0097576
nm0092267	Pierre Boileau	1906	1989	writer	tt0046911,tt0052357,tt0053459,tt0116095
nm0092268	Thomas Narcejac	1908	1998	writer	tt0053459,tt0116095,tt0046911,tt0052357
nm0093328	Tedi Sarafian	1966	\N	writer,producer,director	tt1985196,tt0110999,tt0181852,tt0114614
nm0093501	Adriano Bolzoni	1919	2005	writer,director	tt0060706,tt0133838,tt0188167,tt0058461
nm0093560	Mark Bomback	1971	\N	producer,writer	tt1386703,tt2908446,tt2103281,tt3450958
nm0093904	Christopher Bond	1945	\N	writer,actor	tt0063297,tt0084747,tt0165042,tt0408236
nm0094435	Bong Joon Ho	1969	\N	writer,director,producer	tt3967856,tt6751668,tt1706620,tt0353969
nm0098316	Eugenia Bostwick-Singer	\N	\N	writer	tt0119790,tt0264734,tt0338139,tt0120762
nm0098842	Alain Boublil	1941	\N	soundtrack,writer,actor	tt1647668,tt1758830,tt1707386,tt1754109
nm0099541	Pierre Boulle	1912	1994	writer	tt0050212,tt0063442,tt0065462,tt0133152
nm0100736	Mark Bowden	1951	\N	writer,producer,miscellaneous	tt0107594,tt0265086,tt6815648,tt1123441
nm0101801	F.X. Toole	1930	2002	writer	tt0059296,tt0405159
nm0101991	Philippa Boyens	\N	\N	writer,producer,soundtrack	tt0360717,tt0120737,tt0167261,tt0167260
nm0102818	Charles Brackett	1892	1969	writer,producer	tt0052948,tt0046435,tt0037884,tt0043014
nm0102824	Leigh Brackett	1915	1978	writer	tt0038355,tt0080684,tt0053221,tt0056059
nm0103702	Pam Brady	\N	\N	producer,writer,miscellaneous	tt0121955,tt0372588,tt0158983,tt1104733
nm0103785	Zach Braff	1975	\N	actor,producer,director	tt1623205,tt0333766,tt0285403,tt2870708
nm0103804	Brannon Braga	1965	\N	producer,writer,miscellaneous	tt0092455,tt0111280,tt0117731,tt1441135
nm0104335	John Brancato	1958	\N	writer,producer,actor	tt0986263,tt0119174,tt0181852,tt0113957
nm0104973	Michael Brandt	1968	\N	writer,producer,director	tt1646980,tt0381849,tt0493464,tt2261391
nm0105169	Ash Brannon	\N	\N	animation_department,director,writer	tt0423294,tt0114709,tt2822672,tt0120363
nm0106505	Irving Brecher	1914	2008	producer,writer,director	tt0037059,tt0041590,tt0045171,tt0047762
nm0107760	James Bresnahan	\N	\N	animation_department,director,writer	tt0451079,tt0848537,tt0118583,tt0268380
nm0107774	Eric Bress	\N	\N	writer,producer,director	tt0289879,tt1144884,tt0309593,tt0156374
nm0108273	Mike Werb	\N	\N	writer,producer,actor	tt1494829,tt0146316,tt0119094,tt0110475
nm0108595	Paul Brickhill	1916	1991	writer	tt0049665,tt0057115,tt0046889,tt0056742
nm0108613	Marshall Brickman	1939	\N	writer,producer,miscellaneous	tt0075686,tt0091472,tt0079522,tt0070707
nm0109300	John Briley	1925	2019	writer,producer,actor	tt0083987,tt0092804,tt0103962,tt0165196
nm0110293	Gaëtan Brizzi	1951	\N	animation_department,art_department,director	tt0120910,tt0116583,tt0472033,tt0120855
nm0110294	Paul Brizzi	1951	\N	animation_department,art_department,director	tt0120855,tt0120910,tt0472033,tt0116583
nm0110778	Kevin Brodbin	1964	\N	writer,producer	tt0297284,tt3922798,tt0116421,tt0360486
nm0112150	Max Brooks	1972	\N	writer,actor,miscellaneous	tt0072562,tt3234552,tt0816711,tt2034800
nm0112459	Aline Brosh McKenna	1967	\N	writer,producer,soundtrack	tt1126618,tt0458352,tt4094300,tt0988595
nm0113689	Harry Brown	1917	1986	writer	tt0041841,tt0043924,tt0240772,tt0054135
nm0114083	Len Brown	\N	\N	writer	tt5311094,tt0116996,tt3711708
nm0115310	William Broyles Jr.	1944	\N	writer,miscellaneous,producer	tt0133152,tt0418689,tt0162222,tt0112384
nm0118164	Lothar G. Buchheim	1918	2007	writer,actor,director	tt0082096,tt5830254,tt0083840,tt0081834
nm0118224	Peter Buchman	1967	\N	writer	tt0449010,tt0892255,tt0374569,tt0163025
nm0118333	Chris Buck	1958	\N	animation_department,director,writer	tt0120855,tt2294629,tt0423294,tt4520988
nm0118649	Kristen Buckley	\N	\N	writer,producer	tt4120638,tt5851708
nm0121256	Anthony Burgess	1917	1993	script_department,writer,soundtrack	tt0059880,tt0082484,tt0066921,tt0075520
nm0122417	Murray Burnett	1910	1997	writer,director	tt0042115,tt0047719,tt0044265,tt0034583
nm0122446	W.R. Burnett	1899	1982	writer,script_department	tt0023427,tt0035530,tt0033717,tt0057115
nm0123174	Bryan Burrough	1961	\N	writer,miscellaneous	tt1152836,tt1027718,tt0106356,tt10692362
nm0123194	Edgar Rice Burroughs	1875	1950	writer,producer	tt0026772,tt0401729,tt0120855,tt0918940
nm0123242	Abe Burrows	1910	1985	producer,writer,music_department	tt0058834,tt1564367,tt0049777,tt0048140
nm0123666	Mark Burton	\N	\N	writer,miscellaneous,producer	tt0312004,tt2872750,tt0377981,tt0351283
nm0124700	Oliver Butcher	\N	\N	writer	tt1712192,tt1401152,tt3204082,tt0112895
nm0125336	Jez Butterworth	1969	\N	writer,producer,actor	tt0977855,tt1950186,tt1631867,tt1355683
nm0126096	James Ward Byrkit	\N	\N	director,writer,art_department	tt3890160,tt1192628,tt2866360,tt3387542
nm0128997	Jeffrey Caine	1944	\N	writer,actor	tt0113189,tt0417791,tt1528100,tt0387131
nm0132168	John W. Campbell Jr.	1910	1971	writer	tt0905372,tt0044121,tt0084787,tt0043238
nm0132709	Martin Campbell	1943	\N	director,producer,actor	tt0120746,tt0381061,tt0113189,tt0190865
nm0134224	Kay Cannon	1974	\N	producer,writer,miscellaneous	tt0496424,tt2848292,tt2531344,tt4765284
nm0134284	William H. Cannon	1907	1990	assistant_director,production_manager,miscellaneous	tt0017548,tt0016981,tt0039110
nm0135141	Frank A. Cappello	\N	\N	writer,director,producer	tt5635748,tt0760311,tt0360486,tt0117193
nm0135296	Jim Capobianco	1969	\N	animation_department,writer,miscellaneous	tt0382932,tt0110357,tt5028340,tt1387391
nm0136262	Lorenzo Carcaterra	1954	\N	producer,writer,editorial_department	tt0117665,tt0098844,tt0108972,tt1528853
nm0136298	Orson Scott Card	1951	\N	writer,producer,director	tt3869378,tt5926494,tt0475216,tt1731141
nm0136797	Steve Carell	1962	\N	actor,producer,writer	tt1100089,tt0386676,tt0405422,tt0449059
nm0138620	Joe Carnahan	1969	\N	producer,writer,director	tt0475394,tt1601913,tt0429493,tt0272207
nm0139591	Allan Carr	1937	1999	producer,writer,miscellaneous	tt0088395,tt0077631,tt0080492,tt0084021
nm0140902	Lewis Carroll	1832	1898	writer,soundtrack,miscellaneous	tt0043274,tt7350572,tt1014759,tt2567026
nm0141734	Joseph Carter	\N	\N	writer	tt0081398
nm0142200	Randy Cartwright	1951	\N	animation_department,art_department,miscellaneous	tt0114148,tt0325980,tt0120630,tt0119282
nm0142286	D.J. Caruso	1965	\N	director,producer,writer	tt1464540,tt1059786,tt1293847,tt0235737
nm0142577	Raymond Carver	1938	1988	writer,soundtrack,miscellaneous	tt2562232,tt1531663,tt0108122,tt3520884
nm0143281	Alberto Casella	1891	1957	writer	tt0166197,tt0035267,tt0025037,tt0119643
nm0143558	Warren Casey	1935	1988	soundtrack,writer	tt0884732,tt1282140,tt0084021,tt0077631
nm0143596	Jim Cash	1941	2000	writer	tt0092099,tt0118615,tt0099422,tt0366174
nm0143599	Johnny Cash	1932	2003	soundtrack,music_department,actor	tt3315342,tt0358273,tt0063919,tt0269347
nm0145309	Nick Castle	1947	\N	writer,director,actor	tt0087597,tt0212910,tt0090768,tt0082340
nm0146033	Víctor Andrés Catena	1925	2009	writer,director,assistant_director	tt0080485,tt0057469,tt0187297,tt0058461
nm0147022	Nick Cave	1957	\N	soundtrack,composer,actor	tt0421238,tt0093191,tt0443680,tt1212450
nm0148437	Vincenzo Cerami	1940	2013	writer,soundtrack,actor	tt0102164,tt0419198,tt0100389,tt0118799
nm0148808	Mike Cerrone	1957	\N	actor,writer,production_manager	tt0267891,tt0183505,tt0116778,tt0383010
nm0149290	Michael Chabon	1963	\N	producer,writer,soundtrack	tt0185014,tt7909970,tt0401729,tt0316654
nm0150155	Doug Chamberlin	\N	\N	writer,actor	tt0108755,tt0120363,tt0108988,tt0115118
nm0150712	John C. Champion	1923	1994	producer,writer,director	tt0061081,tt0074940,tt0033996,tt0051221
nm0152312	Brenda Chapman	1962	\N	animation_department,writer,miscellaneous	tt0110357,tt0101414,tt1217209,tt0120794
nm0153078	Larry Charles	1956	\N	producer,writer,miscellaneous	tt0264235,tt0098904,tt0889583,tt1645170
nm0153384	Sara B. Cooper	\N	\N	producer,miscellaneous,writer	tt0106028,tt0412142,tt0108724,tt0146316
nm0154716	Stephen Chbosky	1970	\N	writer,producer,director	tt1659337,tt2543472,tt2771200
nm0159039	Felix Chong	1968	\N	writer,director,actor	tt0338564,tt1349853,tt1852904,tt7183578
nm0160840	Jon M. Chu	1979	\N	producer,writer,director	tt1702443,tt3110958,tt1023481,tt1583421
nm0161834	Derek Cianfrance	1974	\N	director,writer,cinematographer	tt1817273,tt0176573,tt1120985,tt2547584
nm0164898	Mary Ruth Clarke	1959	\N	writer,actress	tt0104844,tt0290002,tt0212338,tt0970866
nm0165412	James Clavell	1921	1994	writer,producer,director	tt0054457,tt0062376,tt0051622,tt0057115
nm0166256	Ron Clements	1953	\N	writer,director,miscellaneous	tt0103639,tt0133240,tt0119282,tt0780521
nm0168379	Jay Cocks	1944	\N	writer,miscellaneous	tt0114558,tt0106226,tt0490215,tt0217505
nm0169182	Alan R. Cohen	1964	\N	producer,writer,miscellaneous	tt1798701,tt0118375,tt0317364,tt1231583
nm0169505	Joel Cohen	\N	\N	writer,actor,producer	tt0349205,tt0119695,tt0455499,tt0114709
nm0169509	Jon Cohen	\N	\N	writer	tt0181689,tt0401654
nm0169540	Larry Cohen	1936	2019	writer,producer,director	tt0071675,tt0075930,tt0337921,tt0183649
nm0169806	Taika Waititi	1975	\N	writer,actor,producer	tt4698684,tt3501632,tt2584384,tt3416742
nm0170160	Gene Colan	1926	2011	writer,miscellaneous,actor	tt0187738,tt10671440,tt0359013,tt0120611
nm0171651	Bill Collage	\N	\N	writer,producer	tt1528100,tt2094766,tt2369393,tt3410834
nm0171718	Michael Colleary	\N	\N	writer,producer	tt1494829,tt0146316,tt0367424,tt0119094
nm0171722	John Collee	1955	\N	writer,producer,script_department	tt0366548,tt5461944,tt3007512,tt0311113
nm0172523	Max Allan Collins	1948	\N	writer,producer,director	tt2980696,tt0257044,tt0119693,tt0113843
nm0173549	Jaime Comas Gil	\N	\N	writer,producer,production_manager	tt0058461,tt0078925,tt0062035,tt0087303
nm0173679	Betty Comden	1917	2006	soundtrack,writer,music_department	tt0045152,tt0053645,tt0041716,tt0048216
nm0174024	Doug Compton	\N	\N	animation_department,art_department,director	tt1134629,tt0149524,tt0268380,tt0327162
nm0174374	Bill Condon	1955	\N	director,writer,producer	tt0362269,tt0299658,tt0443489,tt0120684
nm0175093	Michael Connelly	1956	\N	writer,producer,actor	tt0309377,tt1189340,tt3502248,tt0244627
nm0175676	Joseph Conrad	1857	1924	writer	tt0018332,tt0045002,tt0028212,tt0075968
nm0175726	Steve Conrad	1968	\N	writer,producer,director	tt2543472,tt0384680,tt4687882,tt0359950
nm0176905	Barry Cook	1958	\N	director,visual_effects,writer	tt0103639,tt1430607,tt0120762,tt0101414
nm0177018	Douglas Cook	1959	2015	writer,producer	tt3014866,tt0150377,tt0117500,tt0110044
nm0177170	Lorna Cook	\N	\N	animation_department,art_department,writer	tt0110357,tt0084649,tt0120794,tt0166813
nm0177769	Michael Cooney	1967	\N	director,writer,producer	tt3602904,tt0116671,tt1179069,tt0309698
nm0177836	Adam Cooper	\N	\N	writer,producer	tt2094766,tt1528100,tt2938956,tt3410834
nm0177896	Bradley Cooper	1975	\N	actor,producer,soundtrack	tt1800241,tt1045658,tt2179136,tt1517451
nm0178260	Merian C. Cooper	1893	1973	producer,writer,miscellaneous	tt0360717,tt0024216,tt0120751,tt0049730
nm0178785	Alec Coppel	1907	1972	writer,miscellaneous	tt0052357,tt0045607,tt0040186,tt0047072
nm0178910	Roman Coppola	1965	\N	producer,writer,director	tt5104604,tt0838221,tt0078788,tt1748122
nm0178997	Frank Coraci	1966	\N	director,actor,producer	tt0389860,tt0120888,tt0120484,tt0327437
nm0180428	Joe Cornish	1968	\N	writer,director,editor	tt1478964,tt6811018,tt0983193,tt0478970
nm0180508	Stephen Cornwell	\N	\N	producer,writer,director	tt5834262,tt1972571,tt1401152,tt1712192
nm0181019	John William Corrington	1932	1988	writer,miscellaneous	tt0069768,tt0067525,tt0080290,tt0480249
nm0181020	Joyce Hooper Corrington	1936	\N	writer,producer	tt0067525,tt0480249,tt0069768,tt0080290
nm0185976	Peter Craig	1969	\N	writer,actor,producer	tt0840361,tt1502397,tt1951265,tt1951266
nm0189117	Beverley Cross	1931	1998	writer	tt0057197,tt1646987,tt0082186,tt0800320
nm0189496	Russel Crouse	1893	1966	writer,miscellaneous	tt0036613,tt0031393,tt0039566,tt0059742
nm0190859	Alfonso Cuarón	1961	\N	writer,producer,director	tt1454468,tt0245574,tt0206634,tt6155172
nm0190861	Jonás Cuarón	1981	\N	writer,producer,director	tt3147312,tt0984969,tt0818543,tt1454468
nm0191717	Jill Culton	\N	\N	animation_department,writer,director	tt6324278,tt0114709,tt0400717,tt0198781
nm0192384	Lowell Cunningham	1959	\N	writer,actor,camera_department	tt0119654,tt0120912,tt2283336,tt1409024
nm0192942	Brian Hayes Currie	1961	\N	actor,writer,producer	tt0118880,tt0120591,tt6966692,tt0118708
nm0193303	Dan Curtis	1927	2006	producer,writer,director	tt0096725,tt0074258,tt0085112,tt0059978
nm0193387	Joey Curtis	1973	\N	editor,writer,director	tt4261326,tt0420293,tt1120985,tt0342916
nm0193485	Richard Curtis	1956	\N	writer,producer,director	tt2194499,tt1131729,tt0109831,tt0314331
nm0193681	Carlton Cuse	1959	\N	writer,producer,actor	tt2188671,tt2231461,tt5057054,tt0411008
nm0197636	Stephen Daldry	1960	\N	producer,director,miscellaneous	tt0249462,tt0477302,tt0274558,tt0976051
nm0197855	John Francis Daley	1985	\N	actor,writer,director	tt0460627,tt0348333,tt2250912,tt1524930
nm0201304	Gregory Poirier	1961	\N	writer,producer,director	tt0120036,tt1828246,tt1273678,tt0465234
nm0201509	Eric Darnell	\N	\N	writer,miscellaneous,director	tt1277953,tt0120587,tt0351283,tt0479952
nm0202425	Ken Daurio	\N	\N	writer,director,producer	tt1482459,tt0258470,tt0451079,tt1323594
nm0203577	Andrew Davies	1936	\N	writer,producer,script_department	tt1509767,tt0243155,tt0317198,tt1856010
nm0204000	Tod Davies	1955	\N	art_department,producer,actress	tt1379734,tt0096875,tt0120669,tt0167454
nm0204030	William Davies	\N	\N	writer,producer,script_department	tt0424095,tt0105477,tt6921996,tt0892769
nm0204628	Garth Davis	\N	\N	director,cinematographer	tt2103085,tt0411095,tt3741834,tt5360996
nm0206760	Jonathan Dayton	1957	\N	director,producer,camera_department	tt4648296,tt0449059,tt4622512,tt1839492
nm0207305	Jeanne-Marie Leprince de Beaumont	1711	1780	writer	tt0078054,tt2316801,tt0051312,tt0038348
nm0207401	Piero De Bernardi	1926	2010	writer,script_department,soundtrack	tt0049282,tt0072637,tt0087843,tt0090055
